IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Region,Area
3740,0,0.68,5,12,85,57,B1,Regular,R17,Rural
3741,0,0.51,11,6,64,88,B2,Regular,R8,Urban
3742,0,0.55,4,3,75,86,B2,Diesel,R20,Urban
3743,0,0.75,4,0,27,78,B2,Regular,R15,Urban
3744,1,0.84,4,5,39,132,B3,Diesel,R13,Rural
3745,0,0.67,8,4,88,84,B2,Diesel,R21,Urban
3746,0,0.85,10,12,41,87,B1,Diesel,R19,Rural
3747,0,0.85,11,18,83,139,B4,Regular,R1,Urban
3748,0,0.85,6,3,78,124,B4,Regular,R12,Rural
3749,0,0.75,8,5,24,149,B3,Regular,R18,Urban
3750,0,0.96,8,12,89,84,B1,Diesel,R18,Suburban
3751,0,0.74,8,4,55,117,B4,Diesel,R3,Suburban
3752,0,0.73,6,12,38,52,B4,Regular,R18,Rural
3753,1,0.6,8,9,25,61,B2,Diesel,R17,Rural
3754,0,0.65,7,2,45,81,B2,Diesel,R11,Suburban
3755,0,0.52,4,12,71,96,B2,Regular,R5,Rural
3756,0,0.82,11,11,48,112,B3,Regular,R22,Rural
3757,0,0.62,11,3,58,75,B2,Regular,R7,Suburban
3758,0,0.65,4,9,54,92,B1,Diesel,R18,Urban
3759,0,0.89,10,2,55,126,B3,Diesel,R7,Rural
3760,0,0.66,5,16,68,93,B4,Diesel,R18,Rural
3761,0,0.62,9,8,54,87,B4,Regular,R2,Urban
3762,0,0.58,7,0,48,78,B1,Regular,R6,Urban
3763,1,0.89,6,17,79,104,B1,Regular,R22,Rural
3764,0,0.56,9,8,35,101,B4,Regular,R8,Rural
3765,0,0.73,4,19,23,68,B1,Diesel,R21,Urban
3766,0,0.75,8,8,26,84,B1,Regular,R21,Rural
3767,0,0.84,11,1,28,97,B1,Diesel,R17,Urban
3768,0,0.82,10,18,19,140,B2,Regular,R4,Urban
3769,0,0.91,10,15,46,109,B4,Diesel,R17,Rural
3770,0,0.52,5,2,68,80,B1,Regular,R16,Rural
3771,0,0.65,5,15,86,52,B1,Diesel,R21,Urban
3772,0,0.64,4,12,40,84,B2,Diesel,R15,Rural
3773,0,0.57,7,2,24,137,B4,Regular,R15,Urban
3774,0,0.64,10,9,73,101,B3,Diesel,R8,Suburban
3775,0,0.65,9,17,79,120,B4,Regular,R17,Suburban
3776,0,0.76,5,5,32,100,B4,Diesel,R19,Urban
3777,0,0.83,11,5,70,105,B4,Regular,R1,Urban
3778,0,0.69,11,17,60,148,B2,Regular,R13,Rural
3779,1,0.86,4,5,52,70,B4,Regular,R6,Urban
3780,0,0.67,7,5,31,50,B3,Diesel,R10,Urban
3781,0,0.65,4,12,86,102,B1,Diesel,R1,Rural
3782,0,0.77,4,13,66,55,B4,Regular,R12,Rural
3783,0,0.51,7,6,35,147,B2,Diesel,R19,Suburban
3784,0,0.54,7,12,68,131,B4,Regular,R15,Urban
3785,0,0.71,7,14,18,111,B4,Diesel,R21,Urban
3786,0,0.97,11,11,44,138,B3,Regular,R5,Suburban
3787,0,0.86,11,0,81,128,B3,Regular,R2,Urban
3788,0,0.54,4,2,77,96,B2,Regular,R19,Rural
3789,0,0.92,5,17,58,145,B2,Regular,R14,Urban
3790,0,0.87,6,7,38,99,B2,Regular,R9,Rural
3791,0,0.81,6,1,31,131,B2,Diesel,R1,Urban
3792,1,0.91,4,3,37,80,B2,Diesel,R13,Suburban
3793,0,0.7,4,17,28,113,B1,Diesel,R17,Rural
3794,0,0.61,5,12,83,78,B1,Diesel,R2,Rural
3795,0,0.76,7,14,41,64,B2,Regular,R22,Suburban
3796,0,0.77,4,1,54,107,B2,Regular,R14,Rural
3797,0,0.77,10,9,41,72,B1,Regular,R20,Suburban
3798,0,0.78,11,1,32,87,B3,Diesel,R6,Urban
3799,0,0.97,8,11,29,90,B1,Regular,R6,Suburban
3800,0,0.95,7,4,81,124,B2,Diesel,R18,Urban
3801,0,0.94,10,11,48,64,B3,Diesel,R19,Rural
3802,0,0.9,11,0,70,136,B2,Diesel,R9,Rural
3803,0,0.97,4,1,89,52,B4,Regular,R15,Suburban
3804,1,0.55,8,15,61,132,B3,Diesel,R7,Urban
3805,0,0.63,10,1,47,50,B2,Diesel,R6,Suburban
3806,0,0.75,9,15,52,137,B1,Diesel,R5,Rural
3807,1,0.92,5,19,38,124,B2,Diesel,R19,Rural
3808,0,0.75,11,15,80,143,B1,Diesel,R20,Urban
3809,0,0.87,8,5,34,60,B3,Regular,R1,Urban
3810,0,0.57,4,12,29,109,B1,Diesel,R21,Rural
3811,0,0.63,6,11,35,114,B3,Diesel,R7,Rural
3812,0,0.87,10,9,77,125,B2,Diesel,R18,Urban
3813,0,0.58,4,4,84,53,B1,Regular,R8,Suburban
3814,0,0.68,6,7,32,74,B3,Diesel,R12,Suburban
3815,0,0.63,5,5,33,121,B3,Regular,R10,Urban
3816,0,0.67,5,4,39,128,B3,Diesel,R6,Urban
3817,0,0.85,7,19,80,92,B4,Regular,R16,Urban
3818,0,0.68,10,5,48,143,B3,Regular,R19,Rural
3819,0,0.78,7,16,18,89,B2,Regular,R18,Suburban
3820,0,0.55,6,5,23,145,B2,Diesel,R13,Urban
3821,0,0.9,6,16,26,148,B2,Diesel,R20,Suburban
3822,0,0.68,5,4,69,134,B3,Diesel,R7,Rural
3823,0,0.82,8,16,79,144,B2,Diesel,R7,Rural
3824,0,0.86,6,16,75,149,B3,Regular,R16,Urban
3825,0,0.6,6,12,36,140,B3,Diesel,R10,Urban
3826,0,0.94,10,6,30,93,B3,Diesel,R15,Urban
3827,0,0.81,8,5,49,121,B4,Regular,R14,Urban
3828,0,0.71,7,13,26,108,B1,Regular,R12,Suburban
3829,0,0.59,7,15,66,72,B2,Regular,R15,Urban
3830,0,0.97,6,2,54,111,B4,Regular,R8,Suburban
3831,0,0.88,10,8,48,72,B2,Diesel,R7,Rural
3832,0,0.6,7,14,48,107,B4,Diesel,R21,Rural
3833,0,0.67,7,17,76,104,B1,Regular,R9,Suburban
3834,1,0.9,9,9,72,82,B1,Regular,R14,Suburban
3835,0,0.85,10,9,36,126,B1,Diesel,R7,Urban
3836,0,0.88,7,2,80,112,B1,Regular,R12,Urban
3837,0,0.72,5,0,19,109,B3,Regular,R14,Urban
3838,0,0.86,4,2,62,148,B2,Regular,R11,Rural
3839,0,0.69,6,4,60,110,B2,Diesel,R19,Suburban
3840,0,0.61,11,6,18,129,B2,Diesel,R6,Suburban
3841,0,0.82,6,2,78,125,B3,Diesel,R3,Suburban
3842,0,0.99,5,3,20,110,B2,Regular,R6,Suburban
3843,0,0.66,11,16,61,144,B1,Diesel,R9,Urban
3844,0,0.73,4,2,24,118,B2,Regular,R2,Urban
3845,0,0.84,4,3,50,138,B2,Diesel,R6,Suburban
3846,0,0.77,5,1,26,70,B4,Regular,R14,Urban
3847,0,0.92,8,13,47,52,B3,Regular,R19,Rural
3848,0,0.88,8,4,35,97,B1,Diesel,R4,Urban
3849,0,0.53,4,1,73,59,B1,Diesel,R14,Rural
3850,0,1.0,8,14,48,136,B1,Regular,R21,Rural
3851,0,0.88,8,10,89,130,B2,Regular,R10,Suburban
3852,0,0.93,8,9,80,91,B1,Regular,R6,Suburban
3853,0,0.83,4,19,67,148,B1,Regular,R11,Urban
3854,0,0.93,11,0,18,138,B4,Regular,R13,Suburban
3855,0,0.56,8,18,36,115,B2,Diesel,R18,Rural
3856,0,0.67,11,13,81,140,B4,Regular,R20,Rural
3857,0,0.94,6,13,70,95,B3,Diesel,R14,Urban
3858,0,0.6,9,0,23,58,B2,Diesel,R20,Rural
3859,0,0.54,4,8,34,98,B4,Diesel,R22,Suburban
3860,0,0.89,5,16,63,53,B3,Diesel,R20,Urban
3861,0,0.92,8,13,89,109,B4,Regular,R11,Urban
3862,0,0.58,7,12,72,139,B3,Diesel,R21,Urban
3863,1,0.93,4,12,23,145,B1,Diesel,R5,Suburban
3864,0,0.84,10,5,87,78,B1,Diesel,R8,Rural
3865,0,0.76,5,6,85,135,B2,Regular,R4,Suburban
3866,0,0.92,9,1,57,96,B4,Diesel,R12,Urban
3867,0,0.71,6,7,83,126,B4,Diesel,R6,Rural
3868,0,0.6,11,5,26,136,B3,Diesel,R8,Urban
3869,0,0.64,11,2,28,112,B2,Regular,R4,Suburban
3870,0,0.75,10,17,37,80,B1,Regular,R20,Urban
3871,0,0.77,5,17,60,100,B4,Regular,R10,Suburban
3872,0,0.9,8,5,75,90,B3,Diesel,R11,Urban
3873,0,0.9,7,10,43,85,B1,Regular,R15,Urban
3874,1,0.79,8,2,55,89,B1,Regular,R5,Urban
3875,0,0.89,5,15,53,144,B1,Regular,R3,Suburban
3876,0,0.6,4,4,72,109,B3,Diesel,R15,Suburban
3877,1,0.53,10,1,23,64,B3,Regular,R2,Suburban
3878,0,0.94,7,14,20,127,B1,Diesel,R2,Suburban
3879,0,0.54,11,15,82,148,B3,Diesel,R8,Suburban
3880,0,0.62,10,6,81,137,B1,Diesel,R22,Rural
3881,0,0.85,10,15,75,79,B1,Diesel,R14,Urban
3882,0,0.7,7,3,75,79,B1,Regular,R9,Suburban
3883,1,0.94,11,15,35,76,B3,Regular,R5,Rural
3884,0,0.65,11,16,40,89,B2,Diesel,R12,Rural
3885,0,0.51,5,1,46,127,B2,Diesel,R10,Urban
3886,0,0.65,9,15,40,94,B3,Diesel,R1,Urban
3887,0,0.79,9,3,53,124,B4,Diesel,R19,Urban
3888,0,0.69,8,6,87,96,B3,Regular,R11,Suburban
3889,0,0.77,5,17,23,139,B4,Regular,R17,Urban
3890,0,0.94,7,5,51,105,B1,Diesel,R3,Urban
3891,0,0.96,5,17,61,103,B4,Regular,R1,Urban
3892,0,0.63,7,6,61,134,B1,Regular,R17,Rural
3893,0,0.73,10,1,44,58,B2,Regular,R6,Suburban
3894,0,0.77,8,18,69,114,B1,Regular,R13,Urban
3895,1,0.97,4,8,59,119,B4,Diesel,R20,Rural
3896,1,1.0,10,3,42,50,B2,Regular,R4,Suburban
3897,0,0.62,11,13,56,135,B2,Diesel,R5,Urban
3898,0,0.86,4,4,56,62,B3,Regular,R15,Rural
3899,0,0.69,5,6,29,87,B4,Regular,R14,Suburban
3900,0,0.5,7,7,28,94,B4,Diesel,R19,Urban
3901,0,0.5,4,14,20,89,B3,Regular,R15,Urban
3902,0,0.73,10,18,39,144,B3,Diesel,R12,Rural
3903,0,0.74,7,10,21,64,B2,Regular,R18,Urban
3904,0,0.51,8,19,25,99,B3,Diesel,R14,Rural
3905,0,0.84,10,3,31,51,B2,Regular,R10,Rural
3906,0,0.65,11,17,31,102,B4,Diesel,R8,Rural
3907,0,0.78,5,13,33,144,B3,Regular,R4,Suburban
3908,0,0.65,7,5,49,75,B4,Diesel,R18,Rural
3909,0,0.58,5,15,81,115,B2,Regular,R8,Suburban
3910,0,0.7,7,17,33,124,B1,Diesel,R4,Urban
3911,0,0.62,10,0,69,82,B1,Diesel,R11,Suburban
3912,0,0.77,9,7,36,131,B4,Regular,R5,Rural
3913,0,0.6,9,0,86,134,B2,Diesel,R10,Urban
3914,0,0.75,7,0,29,108,B2,Diesel,R6,Rural
3915,0,0.58,8,18,22,144,B1,Regular,R4,Rural
3916,0,0.84,5,9,59,75,B2,Regular,R18,Urban
3917,1,0.88,11,17,34,143,B2,Regular,R21,Rural
3918,0,0.56,6,11,89,70,B4,Diesel,R17,Suburban
3919,0,0.73,7,16,27,98,B1,Diesel,R7,Urban
3920,0,0.54,7,0,33,129,B2,Regular,R9,Urban
3921,0,0.8,9,7,33,120,B4,Diesel,R3,Urban
3922,0,0.63,4,9,59,135,B3,Regular,R22,Rural
3923,0,0.76,10,9,20,120,B1,Diesel,R9,Rural
3924,1,0.76,9,17,40,115,B4,Regular,R4,Urban
3925,0,0.96,5,8,45,86,B3,Diesel,R22,Suburban
3926,0,0.77,9,1,62,63,B2,Regular,R19,Rural
3927,0,0.79,6,2,85,121,B2,Regular,R9,Rural
3928,0,0.7,8,1,41,142,B3,Regular,R20,Rural
3929,0,0.97,10,5,36,56,B4,Diesel,R6,Suburban
3930,0,0.89,6,11,57,87,B2,Diesel,R11,Rural
3931,0,0.64,8,18,63,94,B2,Diesel,R15,Rural
3932,0,0.92,6,14,57,71,B4,Regular,R22,Suburban
3933,1,0.72,11,18,79,93,B4,Diesel,R6,Suburban
3934,0,0.91,10,11,35,130,B3,Diesel,R20,Rural
3935,1,0.91,9,17,29,129,B2,Regular,R10,Urban
3936,0,0.59,6,15,31,146,B4,Regular,R22,Urban
3937,0,0.85,9,1,78,84,B1,Regular,R18,Suburban
3938,0,0.65,10,10,29,109,B3,Regular,R16,Rural
3939,0,0.65,9,11,44,145,B3,Diesel,R4,Suburban
3940,0,0.65,5,4,23,52,B3,Regular,R20,Suburban
3941,1,0.86,9,5,50,116,B3,Diesel,R13,Urban
3942,0,0.61,4,10,67,121,B1,Regular,R5,Suburban
3943,0,0.5,6,9,29,144,B3,Diesel,R20,Suburban
3944,1,0.86,10,3,74,104,B3,Regular,R19,Rural
3945,1,0.59,7,8,70,58,B4,Regular,R18,Rural
3946,0,0.55,7,11,30,118,B2,Regular,R20,Suburban
3947,0,0.62,7,9,89,77,B3,Regular,R17,Suburban
3948,0,0.69,10,13,20,64,B4,Regular,R16,Rural
3949,0,0.74,4,4,81,140,B4,Diesel,R1,Urban
3950,0,0.52,9,0,75,80,B2,Diesel,R21,Rural
3951,0,0.99,6,4,21,108,B4,Diesel,R1,Rural
3952,0,0.86,8,15,62,131,B4,Diesel,R20,Rural
3953,0,0.66,8,4,83,103,B3,Diesel,R14,Rural
3954,0,0.66,10,4,53,117,B3,Regular,R2,Rural
3955,0,0.72,5,17,40,134,B4,Regular,R15,Urban
3956,0,0.81,4,5,36,96,B1,Diesel,R3,Rural
3957,0,0.57,6,17,57,91,B2,Diesel,R13,Rural
3958,0,0.59,9,9,89,72,B4,Diesel,R19,Urban
3959,0,0.93,7,14,33,135,B4,Diesel,R1,Suburban
3960,0,0.63,4,10,75,114,B1,Diesel,R13,Urban
3961,0,0.69,4,18,35,138,B2,Regular,R15,Rural
3962,0,0.94,6,12,53,103,B4,Diesel,R16,Suburban
3963,0,0.83,10,19,41,141,B4,Regular,R11,Urban
3964,0,0.67,9,2,18,60,B3,Diesel,R3,Suburban
3965,0,0.84,11,15,18,112,B4,Regular,R8,Urban
3966,0,0.51,11,6,81,71,B1,Diesel,R6,Urban
3967,0,0.87,10,11,79,103,B4,Diesel,R5,Suburban
3968,0,0.74,10,14,53,138,B2,Regular,R15,Suburban
3969,0,0.91,5,7,35,134,B2,Regular,R9,Suburban
3970,1,0.98,10,16,33,85,B1,Regular,R22,Suburban
3971,0,0.96,9,0,34,107,B4,Diesel,R5,Rural
3972,0,0.95,5,7,41,69,B4,Diesel,R21,Urban
3973,0,0.76,11,13,85,65,B4,Diesel,R10,Rural
3974,0,0.68,5,9,19,141,B4,Diesel,R6,Urban
3975,0,0.73,7,18,27,105,B4,Regular,R11,Rural
3976,0,0.84,7,7,70,142,B2,Regular,R4,Rural
3977,0,0.94,11,18,68,99,B3,Regular,R20,Urban
3978,0,0.6,6,3,86,139,B2,Regular,R12,Rural
3979,0,0.96,11,9,31,115,B3,Regular,R20,Suburban
3980,0,0.91,9,2,83,123,B2,Regular,R6,Suburban
3981,0,0.99,10,3,70,62,B1,Regular,R1,Rural
3982,0,0.94,5,15,81,64,B4,Diesel,R18,Rural
3983,0,0.64,6,3,89,122,B3,Diesel,R2,Urban
3984,0,0.55,5,19,66,76,B2,Regular,R5,Urban
3985,0,0.56,4,19,79,57,B3,Regular,R16,Rural
3986,0,0.65,8,12,54,119,B4,Diesel,R12,Urban
3987,0,0.81,8,16,66,149,B1,Regular,R12,Suburban
3988,0,0.9,5,15,85,99,B4,Diesel,R11,Suburban
3989,0,0.95,6,16,50,137,B2,Diesel,R20,Suburban
3990,0,0.81,11,5,39,116,B2,Regular,R19,Urban
3991,0,0.5,7,2,87,75,B3,Diesel,R21,Urban
3992,0,0.59,9,19,50,85,B1,Diesel,R7,Urban
3993,0,0.55,5,3,45,70,B1,Diesel,R2,Urban
3994,0,0.68,5,7,21,126,B2,Regular,R6,Rural
3995,0,0.75,9,19,83,101,B3,Regular,R4,Rural
3996,0,0.52,11,8,66,60,B4,Diesel,R2,Rural
3997,0,0.67,10,0,28,57,B4,Regular,R17,Rural
3998,0,0.59,7,12,52,106,B2,Diesel,R8,Suburban
3999,0,0.82,5,1,56,95,B2,Diesel,R5,Urban
4000,0,0.73,4,9,27,127,B4,Regular,R10,Suburban
4001,0,0.75,7,18,89,146,B4,Diesel,R16,Urban
4002,1,0.71,4,16,86,51,B4,Diesel,R2,Rural
4003,0,0.98,8,12,40,113,B3,Diesel,R19,Suburban
4004,0,0.61,9,13,51,101,B1,Diesel,R7,Urban
4005,0,0.76,7,10,49,114,B2,Diesel,R2,Rural
4006,0,0.87,10,9,33,60,B2,Diesel,R13,Urban
4007,0,0.78,7,6,85,55,B3,Diesel,R4,Urban
4008,0,0.96,6,9,71,145,B4,Regular,R16,Rural
4009,1,0.69,6,0,45,128,B3,Regular,R10,Suburban
4010,0,0.73,9,13,77,125,B4,Diesel,R17,Urban
4011,0,0.54,10,2,77,113,B2,Regular,R21,Rural
4012,0,0.8,7,12,61,142,B1,Diesel,R14,Urban
4013,0,0.64,11,1,19,104,B3,Diesel,R12,Urban
4014,0,0.58,8,16,40,93,B4,Diesel,R13,Urban
4015,0,0.77,10,2,63,135,B2,Diesel,R20,Suburban
4016,0,0.77,5,14,71,63,B1,Regular,R8,Suburban
4017,0,0.54,9,7,88,132,B3,Diesel,R17,Suburban
4018,1,0.85,11,5,26,54,B3,Diesel,R18,Suburban
4019,1,0.81,10,8,87,148,B2,Regular,R21,Rural
4020,0,0.59,9,10,61,74,B3,Regular,R10,Suburban
4021,0,0.73,10,1,29,99,B2,Regular,R13,Urban
4022,0,0.86,6,8,49,122,B3,Regular,R2,Rural
4023,0,0.76,8,17,51,120,B1,Regular,R17,Urban
4024,0,0.7,9,18,50,131,B1,Regular,R6,Suburban
4025,0,0.66,8,17,81,51,B3,Diesel,R12,Urban
4026,0,0.81,9,4,65,59,B2,Diesel,R13,Urban
4027,0,0.97,6,17,33,51,B4,Regular,R4,Urban
4028,0,0.84,5,11,67,109,B3,Regular,R15,Urban
4029,0,0.54,11,3,40,94,B4,Diesel,R16,Suburban
4030,0,0.73,6,14,43,57,B2,Regular,R21,Urban
4031,0,0.95,9,10,71,107,B4,Regular,R19,Urban
4032,0,0.55,8,18,61,56,B3,Regular,R15,Urban
4033,1,0.99,4,4,54,148,B1,Diesel,R6,Urban
4034,0,0.97,6,5,26,136,B2,Regular,R20,Suburban
4035,0,0.54,8,12,30,121,B1,Diesel,R6,Urban
4036,0,0.97,10,9,77,70,B1,Diesel,R5,Rural
4037,0,0.68,10,13,19,146,B1,Diesel,R2,Rural
4038,0,0.92,6,3,77,96,B3,Regular,R20,Urban
4039,0,0.71,9,19,74,50,B2,Regular,R2,Urban
4040,0,0.72,10,11,60,61,B4,Diesel,R5,Suburban
4041,0,0.82,8,14,36,124,B1,Diesel,R3,Rural
4042,0,0.89,11,9,28,97,B4,Regular,R6,Suburban
4043,0,0.52,5,10,64,143,B2,Diesel,R11,Urban
4044,1,0.8,8,8,80,53,B2,Regular,R5,Rural
4045,0,0.59,10,10,24,83,B4,Diesel,R18,Rural
4046,0,0.67,10,1,48,136,B4,Regular,R14,Suburban
4047,0,0.67,7,12,72,81,B1,Regular,R10,Urban
4048,1,0.73,4,7,42,52,B4,Diesel,R22,Rural
4049,0,0.67,9,7,89,141,B4,Diesel,R3,Suburban
4050,0,0.55,8,0,47,117,B3,Regular,R16,Rural
4051,0,0.57,10,5,53,106,B1,Diesel,R16,Urban
4052,0,0.52,9,12,67,125,B1,Diesel,R11,Urban
4053,0,0.74,6,8,31,73,B2,Diesel,R4,Urban
4054,1,0.98,6,5,46,82,B4,Regular,R11,Suburban
4055,0,0.56,8,14,44,52,B3,Diesel,R8,Urban
4056,0,0.97,7,15,67,53,B2,Diesel,R16,Suburban
4057,0,0.87,10,3,53,79,B3,Diesel,R8,Rural
4058,0,0.82,8,16,51,119,B1,Diesel,R9,Urban
4059,0,0.82,5,8,38,98,B4,Regular,R14,Suburban
4060,0,0.91,7,11,55,79,B3,Diesel,R8,Suburban
4061,0,0.55,10,18,67,121,B2,Regular,R16,Suburban
4062,0,0.75,10,19,54,131,B1,Regular,R22,Urban
4063,0,0.85,9,11,36,65,B3,Diesel,R2,Suburban
4064,0,0.79,8,5,18,102,B3,Diesel,R20,Urban
4065,0,0.92,10,11,57,55,B2,Regular,R19,Urban
4066,0,0.54,9,8,72,73,B3,Diesel,R20,Rural
4067,0,0.85,10,19,43,141,B1,Diesel,R20,Rural
4068,0,0.77,4,4,60,145,B3,Regular,R19,Urban
4069,0,0.69,7,2,76,138,B4,Diesel,R19,Rural
4070,1,0.67,8,1,68,77,B4,Diesel,R18,Suburban
4071,0,0.81,4,7,32,70,B2,Diesel,R13,Urban
4072,0,0.95,8,9,25,57,B4,Regular,R17,Rural
4073,0,0.75,5,14,31,85,B4,Diesel,R1,Suburban
4074,0,0.91,6,8,24,58,B3,Regular,R21,Urban
4075,1,0.7,11,9,35,89,B1,Regular,R5,Suburban
4076,1,0.55,9,10,29,134,B1,Regular,R20,Urban
4077,0,0.53,8,8,19,100,B3,Diesel,R21,Rural
4078,0,0.53,7,13,67,50,B4,Diesel,R13,Suburban
4079,0,0.69,8,4,38,112,B3,Regular,R6,Rural
4080,0,0.67,8,8,24,117,B4,Regular,R10,Suburban
4081,0,0.86,8,3,29,123,B4,Diesel,R9,Suburban
4082,0,0.87,11,1,74,75,B4,Diesel,R6,Suburban
4083,0,0.53,10,18,40,89,B1,Regular,R1,Suburban
4084,0,0.61,8,0,47,52,B2,Diesel,R18,Rural
4085,0,0.64,10,0,75,58,B1,Regular,R7,Suburban
4086,0,0.77,7,11,69,81,B4,Regular,R10,Rural
4087,0,0.57,7,10,73,116,B3,Diesel,R12,Suburban
4088,0,0.57,8,0,27,53,B3,Diesel,R21,Urban
4089,0,0.97,10,13,36,55,B4,Diesel,R15,Urban
4090,0,0.9,6,10,36,122,B2,Regular,R17,Suburban
4091,0,0.59,8,6,76,75,B1,Diesel,R3,Urban
4092,0,0.7,9,1,61,51,B1,Diesel,R15,Suburban
4093,0,0.68,9,14,76,115,B4,Regular,R1,Rural
4094,0,0.9,7,7,21,134,B4,Regular,R11,Urban
4095,0,0.76,11,19,82,135,B2,Diesel,R6,Suburban
4096,0,0.56,9,14,30,52,B1,Diesel,R16,Suburban
4097,0,0.87,9,7,84,84,B2,Regular,R21,Rural
4098,0,0.7,5,9,29,108,B1,Regular,R12,Rural
4099,0,0.63,8,18,72,87,B2,Diesel,R22,Suburban
4100,0,0.69,8,2,78,82,B2,Diesel,R21,Suburban
4101,0,0.75,8,19,58,64,B2,Regular,R15,Suburban
4102,0,0.67,8,13,53,124,B3,Diesel,R18,Suburban
4103,0,0.62,4,8,19,123,B3,Regular,R10,Suburban
4104,0,0.7,8,8,39,149,B3,Regular,R22,Suburban
4105,0,0.51,11,5,39,63,B1,Diesel,R12,Rural
4106,0,0.89,10,7,58,115,B2,Diesel,R20,Urban
4107,0,0.59,7,10,31,94,B4,Regular,R19,Suburban
4108,0,0.52,10,7,52,97,B4,Regular,R5,Suburban
4109,0,0.83,11,11,67,93,B1,Regular,R18,Rural
4110,0,0.89,7,9,26,86,B1,Diesel,R19,Urban
4111,0,0.91,4,3,76,78,B4,Regular,R12,Rural
4112,0,0.75,8,15,73,148,B2,Regular,R1,Rural
4113,0,0.6,6,19,27,133,B3,Regular,R2,Suburban
4114,1,0.87,10,5,42,134,B1,Diesel,R3,Suburban
4115,0,0.85,8,8,62,83,B1,Regular,R12,Rural
4116,0,0.62,7,4,28,108,B1,Diesel,R14,Suburban
4117,0,0.95,10,5,26,92,B4,Diesel,R7,Suburban
4118,0,0.55,5,16,24,82,B3,Regular,R4,Suburban
4119,0,0.99,9,16,88,68,B2,Regular,R12,Urban
4120,0,0.93,5,12,51,57,B2,Regular,R8,Urban
4121,0,0.84,6,16,37,80,B4,Diesel,R1,Suburban
4122,0,0.97,8,13,22,60,B1,Regular,R5,Rural
4123,0,0.86,4,1,72,57,B4,Diesel,R1,Urban
4124,0,0.6,8,18,32,74,B4,Diesel,R15,Rural
4125,0,0.72,6,2,65,69,B2,Diesel,R13,Suburban
4126,0,0.54,6,1,21,87,B3,Diesel,R13,Rural
4127,0,0.69,9,1,38,56,B2,Diesel,R4,Rural
4128,0,0.87,6,6,26,126,B4,Diesel,R15,Urban
4129,0,0.69,5,3,83,88,B4,Regular,R12,Rural
4130,0,0.67,9,16,52,123,B1,Regular,R8,Rural
4131,1,0.8,8,5,68,121,B1,Diesel,R16,Urban
4132,0,0.94,10,6,54,69,B4,Diesel,R12,Suburban
4133,0,0.52,8,19,23,130,B2,Regular,R6,Rural
4134,0,0.69,4,5,68,60,B1,Regular,R15,Suburban
4135,0,0.58,6,8,83,65,B3,Regular,R7,Suburban
4136,0,0.85,6,19,34,91,B3,Regular,R5,Suburban
4137,0,0.55,7,3,82,145,B4,Diesel,R15,Urban
4138,0,0.83,9,4,26,139,B3,Regular,R12,Suburban
4139,0,0.64,7,18,30,101,B3,Diesel,R11,Rural
4140,0,0.6,9,9,75,86,B1,Diesel,R4,Suburban
4141,0,0.97,5,17,47,101,B1,Regular,R13,Suburban
4142,0,0.51,9,14,48,58,B2,Regular,R18,Suburban
4143,0,0.72,8,0,40,84,B1,Diesel,R8,Rural
4144,0,0.51,4,4,80,116,B2,Diesel,R7,Suburban
4145,0,0.74,10,4,45,144,B1,Diesel,R22,Suburban
4146,0,0.75,9,7,76,56,B4,Diesel,R16,Suburban
4147,0,0.66,9,19,27,51,B2,Regular,R3,Urban
4148,0,0.57,9,14,43,74,B4,Regular,R22,Rural
4149,0,0.69,4,16,34,125,B2,Regular,R16,Urban
4150,0,0.84,6,18,57,143,B3,Regular,R16,Rural
4151,0,0.89,4,12,85,143,B2,Regular,R7,Suburban
4152,0,0.77,11,9,40,142,B2,Diesel,R13,Rural
4153,1,0.79,11,16,52,90,B2,Diesel,R13,Rural
4154,0,0.6,11,4,26,124,B2,Regular,R21,Rural
4155,0,0.64,6,17,62,101,B2,Regular,R19,Rural
4156,0,0.58,11,16,54,136,B3,Diesel,R18,Urban
4157,0,0.62,10,3,86,130,B2,Diesel,R7,Rural
4158,0,0.61,8,6,36,126,B4,Regular,R20,Urban
4159,0,0.76,4,4,44,146,B2,Regular,R18,Urban
4160,2,0.78,6,7,30,114,B2,Diesel,R18,Suburban
4161,0,0.97,8,7,74,126,B4,Regular,R22,Rural
4162,0,0.6,8,10,77,87,B1,Regular,R4,Suburban
4163,0,0.82,6,8,29,116,B1,Diesel,R9,Rural
4164,0,0.91,11,18,26,129,B3,Diesel,R21,Urban
4165,0,0.78,6,18,44,91,B2,Diesel,R16,Urban
4166,0,0.63,5,8,80,120,B2,Regular,R4,Urban
4167,0,0.63,8,19,46,103,B1,Diesel,R8,Rural
4168,0,0.52,6,16,39,116,B2,Regular,R3,Rural
4169,0,0.65,8,15,36,127,B3,Diesel,R9,Rural
4170,0,0.87,11,6,55,113,B4,Regular,R8,Rural
4171,0,0.52,4,2,56,129,B2,Regular,R12,Rural
4172,0,0.61,10,18,32,53,B4,Diesel,R14,Suburban
4173,0,0.85,7,7,71,80,B3,Regular,R10,Rural
4174,0,0.89,11,4,49,62,B1,Regular,R21,Suburban
4175,0,0.73,7,5,63,76,B3,Diesel,R17,Rural
4176,0,0.85,9,1,78,108,B3,Regular,R11,Rural
4177,0,0.69,6,18,69,114,B3,Diesel,R10,Rural
